MSZoning,Street,Alley,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,Foundation,Heating,CentralAir,Electrical,FireplaceQu,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,Neighborhood,Exterior1st,Exterior2nd,MSSubClass,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,GarageQual,GarageCond,PoolQC,LotShape,Utilities,LandSlope,BsmtExposure,BsmtFinType1,BsmtFinType2,Functional,GarageFinish,Fence,LotFrontage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,BsmtUnfSF_to_TotalBsmtSF,BsmtFinSF,BsmtFinSF_to_TotalBsmtSF,TotalBsmtSF_to_LotArea,FlrSF,LowQualFinSF_to_FlrSF,LowQualFinSF_to_GrLivArea,GrLivArea_to_FlrSF,GrLivArea_to_LotArea,BedroomAbvGr_to_AbvGrRoom_Total,KitchenAbvGr_to_AbvGrRoom_Total,PorchSF_Total,GarageArea_to_GarageCars,LotArea,BsmtFinSF2,LowQualFinSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,TimeSince_YearBuilt,TimeSince_YearRemodAdd,TimeSince_GarageYrBlt,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,BsmtBath_Total,AbvGrBath_Total,AbvGrRoom_Total,QuSold
3,1,2,1,0,2,1,3,3,2,0,1,2,2,1,3,1,1,2,2,2,3,3,2,2,4,3,3,3,3,5,3,3,3,-1,4,4,1,1,3,1,8,1,-1,0.09428019903092512,-0.8184522050061466,0.9598248308879502,-0.9543432117020486,0.02082085339435273,-0.17859163466331726,-0.871454313985703,-0.9622129124013922,-0.3515425440674218,-0.9503365061005771,-1.0713069393887342,-1.2153834918587212,0.8863008335394761,1.1715747945338764,-0.3436288489533859,-0.9505036954726741,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-1.2107734314267273,1.9320724353709127,1.0290569943722492,-1.266998078674894,1.7369865093230068,1,0,0,0,0,0,0,0,0.6739130434782616,0.25,0.5909090909090899,0.5,0.3161764705882353,0.7213114754098361,0.40186915887850466,5,5,1.0,0.0,1,0,3,1,5,0,1.0,2,1.0,1,6,1
3,1,2,1,0,2,1,3,5,2,0,3,4,2,1,3,4,4,2,2,3,4,10,1,1,6,5,3,5,3,5,5,3,3,-1,3,4,1,1,6,1,8,3,-1,0.7609129093056839,1.29900025082006,1.025295433634729,-0.7828981294179256,0.32007958376287426,0.22447548398502573,1.2246104646135294,1.4505410082537402,1.1772963268033962,0.996144266705833,0.3528645590749006,-1.1408670453491205,0.9526371987437269,1.1122482692299485,-0.23427887373614595,1.4654764533399727,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.524473581473895,-0.7265446022820944,-2.043277680929132,-0.0779491440468387,-0.3524469540939061,1,0,0,0,0,0,0,0,0.9637681159420293,0.93333333333333,0.9545454545454533,0.0,0.007352941176470588,0.01639344262295082,0.009345794392523364,9,5,1.0,0.0,3,0,4,1,11,2,3.0,7,1.0,3,14,3
3,1,2,1,0,2,1,3,3,2,0,1,2,2,1,3,1,1,2,2,2,3,3,2,3,4,3,3,3,3,3,3,3,3,-1,2,4,1,1,5,1,8,1,-1,0.0470229275340704,-0.8184522050061466,0.824838057654436,-0.7903507851751252,-0.2724152638475986,-0.59645482880866,-0.871454313985703,-1.3551467948041138,-0.5014024641123515,0.9807063136974813,-1.0713069393887342,-1.0024207120455393,0.7498487742988109,0.9997624431679455,-0.8180083506592027,-1.3393608426403811,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-1.7917785367377372,0.6632888870089381,1.6400139926879174,-1.266998078674894,1.391695594677453,1,0,0,0,0,1,0,0,0.6521739130434785,0.20000000000000284,0.5636363636363626,0.5,0.3382352941176471,0.7704918032786886,0.42990654205607476,5,6,1.0,0.0,1,0,2,1,4,0,1.0,9,1.0,1,5,3
3,1,2,1,0,2,1,3,3,0,0,3,4,2,1,3,4,3,2,2,3,4,8,4,5,4,4,3,4,3,5,4,3,3,-1,3,4,1,3,1,1,8,2,-1,1.0083942979283298,1.3105777969010115,-1.3531585036143856,1.639403058984274,0.9941227377937265,0.9517187466826985,-0.871454313985703,0.12325470276180692,1.5992983550644841,1.0228302102337752,0.5575827280196568,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,0.46043170607375306,0.1303817247827737,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.2540345026093938,-0.15539322797690663,-0.45311548450082245,0.1423249786961809,0.349750630647627,1,0,0,0,0,0,0,0,0.9710144927536231,0.9500000000000028,0.9636363636363612,0.25,0.007352941176470588,0.01639344262295082,0.009345794392523364,7,5,0.0,0.0,2,0,3,1,7,1,3.0,8,0.0,2,9,3
3,1,2,1,1,2,1,3,3,2,0,2,2,2,1,3,2,3,2,2,2,3,4,1,1,4,3,3,3,3,3,3,3,3,-1,3,4,1,1,4,1,8,2,2,0.0470229275340704,1.24540139120227,0.8213655976890125,0.1416442632507869,0.48887845163330007,0.40683479596862887,-0.871454313985703,-0.40420284058997136,-0.5014024641123515,-0.9503365061005771,1.434252581829323,-0.30531588304460894,0.7463444281121203,0.3866304985875259,0.05695279802352293,-0.3960768552351317,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.729396690955177,-0.7265446022820944,0.4777182681337823,1.7086186489115607,1.391695594677453,1,0,0,1,0,0,0,0,0.6376811594202909,0.1666666666666643,0.5454545454545432,0.5,0.3529411764705882,0.8032786885245902,0.44859813084112143,6,5,1.0,0.0,1,1,2,1,5,1,1.0,5,1.0,2,7,2
1,1,2,1,1,2,1,3,2,0,0,1,1,2,1,2,1,1,2,2,2,3,0,0,0,0,3,3,3,3,5,3,3,3,-1,4,4,1,1,1,1,8,1,4,-0.8818355907426132,-0.8184522050061466,-1.3531585036143856,0.7178264134778727,-0.46111602374466293,-0.8071432118810778,-0.871454313985703,-1.551607873445613,0.5049706463645351,0.6288907980602795,1.1278029968891143,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,0.3966302176142463,-1.5333033920685302,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.26621022019186596,-0.15539322797690663,1.0290569943722492,0.8366891090225134,0.4893687920972281,1,0,0,0,0,0,0,0,0.4130434782608692,0.8500000000000014,0.8272727272727245,0.25,0.5735294117647058,0.11475409836065574,0.14953271028037382,7,8,0.0,0.0,1,0,2,1,5,0,2.0,7,0.0,1,6,3
3,1,2,1,4,2,1,3,3,0,0,2,2,2,1,3,3,3,2,1,2,3,4,0,0,4,3,3,3,3,5,3,3,3,-1,3,4,1,1,5,1,8,3,-1,0.0470229275340704,1.2144491999165534,0.6739367006457488,-0.06670504288609776,-0.060651867306736995,-0.2902524899402708,-0.871454313985703,-1.0676440476424096,0.08483890262159699,-0.9503365061005771,-1.0713069393887342,-0.277946872931671,0.5978391703285504,0.3608957385995637,-0.4137669706123769,-1.0549668131200847,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-1.2959555600662405,-0.15539322797690663,1.0290569943722492,-1.266998078674894,-0.47715198805562314,1,0,0,0,0,0,0,1,0.7101449275362324,0.3333333333333357,0.6363636363636331,1.0,0.29411764705882354,0.6721311475409837,0.37383177570093457,6,7,1.0,0.0,1,0,2,1,5,1,2.0,3,1.0,1,6,1
3,1,2,1,0,2,1,2,3,0,0,1,0,2,1,3,1,0,2,1,2,3,3,1,1,1,3,3,3,3,3,3,3,3,-1,4,4,1,1,1,1,8,1,-1,0.18764088865835302,-0.8184522050061466,-1.3531585036143856,-2.0640835095877823,-3.131481751545244,0.5119354268124745,-0.871454313985703,-0.30307818024223643,0.24409255731775012,-0.9503365061005771,-1.0713069393887342,-0.11002747872542219,-1.3653620966397506,0.20012122399357785,-2.840337778201349,-0.2953238000119942,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.6224770104462982,-1.1473311589131505,2.2991715419550416,-1.266998078674894,-0.07554098902842521,1,0,0,0,0,0,0,1,0.6884057971014492,0.28333333333333144,0.6090909090909093,0.0,0.2867647058823529,0.6557377049180328,0.3644859813084112,4,5,0.0,0.0,2,0,2,2,6,0,2.0,10,0.0,2,8,4
3,1,2,1,0,3,1,3,3,0,0,1,4,2,1,3,1,1,2,2,2,3,5,4,5,4,3,3,3,3,5,4,3,3,-1,4,4,1,1,6,1,8,1,-1,-0.09716332680303782,-0.8184522050061466,0.7419576336671906,0.02910670873987325,0.18603217613968245,0.03838434945218166,-0.871454313985703,-0.7564316990443807,0.5049706463645351,-0.9503365061005771,1.0835262966400114,-0.2902790050376928,0.6662887253838621,0.3725076345819497,-0.5775439922576386,-0.746345641782702,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-1.4958524065159728,0.3537015464700884,-0.01465324885338359,0.7782032408491038,0.4893687920972281,1,0,0,0,0,0,0,0,0.9565217391304355,0.8999999999999986,0.9454545454545453,0.5,0.029411764705882353,0.0819672131147541,0.037383177570093455,5,5,1.0,0.0,1,1,3,1,6,0,2.0,6,1.0,2,8,2
3,1,2,1,0,2,1,3,3,2,0,1,2,2,1,3,1,3,2,2,0,0,4,3,3,4,3,3,3,3,3,3,3,3,-1,4,4,1,1,2,1,7,1,3,0.09428019903092512,-0.8184522050061466,0.5925120787331356,0.1521457244955346,-0.003994602341008682,0.6133388189466169,-0.871454313985703,-0.2052340998200425,-0.7798374555952574,-0.9503365061005771,-1.0713069393887342,-0.030703805003033765,0.5160587615466787,0.12242277557832261,0.39908084822394296,-0.19775800973117913,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.301585877355599,1.0208574974490807,0.4777182681337823,-1.266998078674894,0.5894357721921819,1,0,0,0,0,0,0,0,0.6231884057971016,0.25,0.5272727272727273,0.75,0.375,0.7377049180327869,0.47663551401869153,5,6,0.0,0.0,1,0,3,1,6,0,1.0,5,0.0,1,7,2
3,1,2,1,1,2,1,3,5,0,0,2,4,2,1,3,4,4,2,2,3,4,10,4,5,6,4,3,5,3,5,4,3,3,-1,3,4,1,3,1,1,8,2,-1,1.400717879420839,1.3464328952655098,-1.3531585036143856,1.2069097783244376,0.2829080431245622,0.16014632470076612,1.2363969644490773,1.5171093496033754,1.6513329320261119,1.1482699034648147,1.2791801253685184,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,-0.5750233954359599,1.532827096017166,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.1646586139569928,-0.46436143365021515,-1.7883595708652487,1.0428725871021545,0.426284512313645,1,0,0,0,0,0,0,0,0.9637681159420293,0.93333333333333,0.9545454545454533,0.0,0.007352941176470588,0.01639344262295082,0.009345794392523364,8,5,0.0,0.0,3,1,4,1,9,1,3.0,11,0.0,4,13,4
1,1,0,0,0,2,1,3,2,0,0,1,4,2,1,1,4,3,0,2,2,3,0,0,0,0,3,3,3,3,5,4,3,3,-1,4,4,1,1,1,1,8,1,4,-0.5538619972883246,-0.8184522050061466,-1.3531585036143856,0.3748431436368566,-0.9424762603326888,0.021379315182933373,-0.871454313985703,-0.7726030300893109,-0.8485375965562962,-0.9503365061005771,-1.0713069393887342,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,-0.49081964056626276,-0.7624021714062678,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.11351160392510619,1.0208574974490807,0.4777182681337823,1.2376493942290798,0.349750630647627,1,0,0,1,0,0,0,0,0.42028985507246475,0.0,0.2727272727272698,0.25,0.5661764705882353,0.9508196721311476,0.719626168224299,7,7,0.0,0.0,1,0,3,1,6,1,1.0,6,0.0,1,7,2
3,1,2,1,0,2,1,3,3,2,0,2,4,2,1,3,4,3,2,2,2,3,8,4,5,4,4,3,4,3,5,4,3,3,-1,4,4,1,1,1,1,8,2,-1,0.32492027062854795,1.2959482884724964,-1.3531585036143856,1.9650774785799823,1.5610601156262414,1.512210123611466,-0.871454313985703,0.6742082615284914,0.3229283844769303,1.043655094310599,1.294418087021948,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,1.005224926386361,0.682778898532268,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,0.39418935567088353,-0.15539322797690663,-0.45311548450082245,1.06417216159752,0.1063190206119127,1,0,0,0,0,0,0,0,0.9420289855072461,0.8666666666666671,0.9272727272727259,0.5,0.044117647058823525,0.11475409836065574,0.05607476635514018,8,5,0.0,0.0,2,0,3,1,7,1,2.0,9,0.0,2,9,3
1,1,2,1,0,2,1,4,3,0,0,1,4,2,1,3,3,3,2,2,2,3,0,4,4,5,3,3,4,3,3,3,3,3,-1,4,4,1,1,6,1,8,1,-1,-1.2938010493757914,-0.8184522050061466,0.909625431815343,-0.7001889992454078,0.02082085339435273,-0.11834552370187314,-0.871454313985703,-0.9051961170455378,0.48774380635287456,0.8727904774484364,1.1192660802814702,-1.0010222188622673,0.8355056005089767,0.9986110299209364,1.6137159332116313,-0.8939719095958929,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,1.0801088459642412,1.0208574974490807,0.4777182681337823,0.8253493834951225,0.45514573950772214,1,0,0,0,0,0,0,0,0.7536231884057969,0.43333333333333,0.6909090909090878,0.25,0.22794117647058823,0.5245901639344263,0.2897196261682243,5,7,1.0,0.0,1,0,3,1,6,1,2.0,6,1.0,1,7,2
3,1,2,1,0,2,1,3,3,0,0,1,2,2,1,3,3,3,2,2,2,3,3,3,3,4,3,4,3,3,5,4,3,3,-1,3,4,1,2,3,5,8,1,3,0.0470229275340704,-0.8184522050061466,0.07656076676870532,-0.6863254785803806,0.06576579256379539,-0.11834552370187314,-0.871454313985703,-0.9051961170455378,-0.8980044084762011,1.3053916616377634,1.0244102554315409,-1.0005410042238587,0.8480889365636228,0.9982147636981579,0.28304790647500133,-0.8939719095958929,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.46178075995672824,1.0208574974490807,0.4777182681337823,0.7013696785592876,0.16442981061886594,1,1,0,0,0,0,0,0,0.695652173913043,0.8500000000000014,0.6181818181818173,1.0,0.3088235294117647,0.16393442622950818,0.3925233644859813,5,8,1.0,0.0,1,0,3,1,6,1,1.0,5,1.0,1,7,2
3,1,2,1,1,2,1,3,3,0,0,3,4,2,1,3,4,3,2,2,2,3,10,4,5,4,4,3,4,3,5,4,3,3,-1,4,4,1,1,1,1,8,2,-1,1.7349985951315328,1.425423928506779,-1.3531585036143856,1.7251513026569798,1.1408302551779197,1.161989952910858,-0.871454313985703,0.32893723102906197,1.798623094757348,-0.9503365061005771,0.8019187121235483,1.2212479951461275,-1.3653620966397506,-1.2671350084011344,-0.024427430973132006,0.3363054432054043,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.7766581477291997,-0.15539322797690663,-0.45311548450082245,0.4246528356992987,0.632700030557336,1,0,0,0,0,0,0,0,0.9782608695652169,0.9500000000000028,0.9727272727272727,0.75,0.014705882352941176,0.04918032786885246,0.018691588785046728,8,5,0.0,0.0,2,0,3,1,7,1,3.0,7,0.0,2,9,3
3,1,2,1,1,2,1,3,3,0,0,1,2,2,1,3,1,1,2,2,2,3,4,0,0,4,3,3,3,3,3,4,3,3,-1,4,4,1,2,4,3,8,1,-1,-0.3972989584844474,-0.8184522050061466,0.18113147333175758,-0.7718016819906401,-0.30043701280169466,-0.6388366741214703,-0.871454313985703,-1.3947552821420872,0.5049706463645351,1.1244394534193305,0.5435105353991723,-0.9755727506555351,0.7348546951013574,0.9776044901874836,0.2267624889008641,-1.3784873109547922,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.5281134633275223,1.9320724353709127,1.0290569943722492,0.1267204430940956,0.4893687920972281,1,1,0,0,0,0,0,0,0.5724637681159432,0.8333333333333357,0.9545454545454533,1.0,0.4338235294117647,0.18032786885245902,0.04672897196261682,5,7,0.0,1.0,1,0,3,1,5,0,2.0,5,1.0,1,6,2
3,1,2,1,0,2,1,3,3,0,0,3,4,2,1,3,4,3,2,2,2,3,10,4,5,4,4,3,5,3,5,4,3,3,-1,4,4,1,1,6,1,8,2,-1,1.285477523814368,1.234517164827227,1.1648190486656917,0.06877563619329474,1.4172229251906785,1.3541658942233932,-0.871454313985703,0.5179776308091804,1.3245726500936201,-0.9503365061005771,0.7491974113288074,-0.7008340451588613,1.0943319541638148,0.7442895189917343,0.5774302628882123,0.5258802566122425,-0.13465176713130508,-0.13465177924374636,-3.469446951953614e-18,-0.11812843396301075,-0.15539322797690663,-0.45311548450082245,0.36187540622382486,-0.08948231026285038,1,0,0,0,0,0,0,0,0.9782608695652169,0.9666666666666686,0.9818181818181806,1.0,0.022058823529411763,0.04918032786885246,0.018691588785046728,8,5,1.0,0.0,2,0,3,1,7,1,3.0,5,1.0,2,9,2
